white_id,black_id,result,timestamp
hallowdance,taranga,1.0,2017-08-21 07:20:00+00:00
taranga,kingofchess2017,1.0,2017-08-18 23:46:40+00:00
harrygz,dbschultz,1.0,2017-08-17 03:20:00+00:00
rinoooo,dbschultz,0.5,2017-08-09 00:53:20+00:00
dbschultz,nienkotter,1.0,2017-08-06 00:40:00+00:00
thegrim123321,batatinhaazul,1.0,2017-08-21 01:46:40+00:00
kingestee33,thegrim123321,1.0,2017-08-21 01:46:40+00:00
thegrim123321,baconneggs,1.0,2017-08-20 20:13:20+00:00
deragon63,thegrim123321,0.0,2017-08-20 20:13:20+00:00
thegrim123321,brainiac007,0.0,2017-08-20 20:13:20+00:00
thegrim123321,danilo1961,1.0,2017-08-20 17:26:40+00:00
piechess97,thegrim123321,1.0,2017-08-20 17:26:40+00:00
thegrim123321,merthy70,0.5,2017-08-19 02:33:20+00:00
thekingdomcome,thegrim123321,1.0,2017-08-19 02:33:20+00:00
rookreversal,thegrim123321,1.0,2017-08-18 23:46:40+00:00
thegrim123321,ranie123,1.0,2017-08-18 01:33:20+00:00
thegrim123321,tecnoch,1.0,2017-08-17 22:46:40+00:00
thegrim123321,dantesmontecristo,0.0,2017-08-17 22:46:40+00:00
annael88,thegrim123321,0.0,2017-08-16 02:20:00+00:00
thegrim123321,ziogasparo14,1.0,2017-08-16 02:20:00+00:00
thegrim123321,tcgil,1.0,2017-08-15 23:33:20+00:00
thegrim123321,onafets26,1.0,2017-08-14 17:00:00+00:00
shivcool,thegrim123321,0.0,2017-08-14 14:13:20+00:00
thegrim123321,an73r05,1.0,2017-08-13 18:46:40+00:00
myalcin64,eideral,0.0,2017-08-17 22:46:40+00:00
tutubelezza,eideral,0.0,2017-08-17 22:46:40+00:00
eideral,fva,0.0,2017-08-16 21:46:40+00:00
au118,eideral,1.0,2017-03-23 17:26:40+00:00
abel4865,eideral,0.0,2017-03-23 17:26:40+00:00
eideral,abel4865,1.0,2017-03-23 17:26:40+00:00
tca1004,eideral,1.0,2017-03-23 14:40:00+00:00
eideral,atorius,1.0,2016-08-13 14:53:20+00:00
pablocas,eideral,0.0,2015-08-31 03:00:00+00:00
tabellaria,grubear,1.0,2017-08-29 12:33:20+00:00
tabellaria,rangelelbano,1.0,2017-08-29 01:26:40+00:00
playforpleasure,tabellaria,0.0,2017-08-29 01:26:40+00:00
tabellaria,mattieuw2,1.0,2017-08-28 00:26:40+00:00
mattieuw2,tabellaria,0.0,2017-08-28 00:26:40+00:00
tabellaria,snowden,1.0,2017-08-28 00:26:40+00:00
sombragris,tabellaria,1.0,2017-08-28 00:26:40+00:00
tabellaria,blackphish,1.0,2017-08-27 21:40:00+00:00
tabellaria,jabar72,0.0,2017-08-27 21:40:00+00:00
jabar72,tabellaria,0.0,2017-08-27 21:40:00+00:00
little---a,tabellaria,0.0,2017-08-27 21:40:00+00:00
tabellaria,little---a,1.0,2017-08-27 21:40:00+00:00
pasch0s,tabellaria,0.0,2017-08-27 21:40:00+00:00
nadanadora,xtreh,0.0,2017-08-13 13:13:20+00:00
vpull9,nadanadora,0.0,2017-08-13 04:53:20+00:00
ramzaid,nadanadora,0.0,2017-08-13 02:06:40+00:00
mejjes,nadanadora,0.0,2017-08-12 15:00:00+00:00
nadanadora,qaisahleyorof,0.5,2017-08-12 15:00:00+00:00
nadanadora,googol100,1.0,2017-08-12 01:06:40+00:00
googol100,nadanadora,0.0,2017-08-12 01:06:40+00:00
nadanadora,googol100,1.0,2017-08-12 01:06:40+00:00
nadanadora,gatorman,1.0,2017-08-12 01:06:40+00:00
corvusossifragus,nadanadora,1.0,2017-08-12 01:06:40+00:00
doom12384,ramirorldn,1.0,2017-08-31 00:40:00+00:00
doom12384,vektor-mw,0.0,2017-08-31 00:40:00+00:00
doom12384,eze33,0.0,2017-08-31 00:40:00+00:00
quarks_sparks,doom12384,1.0,2017-08-29 23:40:00+00:00
lagos16,doom12384,0.5,2017-08-29 23:40:00+00:00
pepe100,doom12384,1.0,2017-08-28 19:53:20+00:00
runmael,doom12384,1.0,2017-08-28 19:53:20+00:00
nitegazer,doom12384,0.0,2017-08-23 20:26:40+00:00
ernestillo,bwalmer,1.0,2017-09-01 12:46:40+00:00
bwalmer,ajaysharma261253,1.0,2017-09-01 12:46:40+00:00
atilioss,bwalmer,0.0,2017-08-31 22:53:20+00:00
bwalmer,yura_kudelia_12,1.0,2017-08-31 17:20:00+00:00
spendius,bwalmer,1.0,2017-08-31 14:33:20+00:00
tfeng,wahana81,0.5,2017-08-31 14:33:20+00:00
wahana81,tfeng,0.0,2017-08-31 14:33:20+00:00
tfeng,ilkayus,0.0,2017-08-31 14:33:20+00:00
tfeng,thesmallbang,0.0,2017-08-31 14:33:20+00:00
thesmallbang,tfeng,0.0,2017-08-31 14:33:20+00:00
tfeng,mikeu,1.0,2017-08-31 14:33:20+00:00
famiss11,tfeng,1.0,2017-08-31 14:33:20+00:00
bishopkerry01,tfeng,0.5,2017-08-29 23:40:00+00:00
tfeng,bishopkerry01,0.0,2017-08-29 23:40:00+00:00
vineetg101,tfeng,0.0,2017-08-29 23:40:00+00:00
tfeng,kei0075,0.0,2017-08-29 23:40:00+00:00
tfeng,facurezzo,0.0,2017-08-29 23:40:00+00:00
facurezzo,tfeng,1.0,2017-08-29 23:40:00+00:00
tfeng,wahidmahmom90,1.0,2017-08-29 18:06:40+00:00
toniors,tfeng,1.0,2017-08-29 18:06:40+00:00
tfeng,marcel55,1.0,2017-08-29 18:06:40+00:00
locomotora,tfeng,0.0,2017-08-29 15:20:00+00:00
tfeng,locomotora,1.0,2017-08-29 15:20:00+00:00
tfeng,ewama,0.0,2017-08-29 15:20:00+00:00
ewama,tfeng,1.0,2017-08-29 15:20:00+00:00
marcospe1964,tfeng,0.0,2017-08-29 15:20:00+00:00
fox22634,tfeng,1.0,2017-08-29 15:20:00+00:00
tfeng,traverru,0.0,2017-08-29 15:20:00+00:00
tfeng,tmanu,1.0,2017-08-29 01:26:40+00:00
tfeng,mstelles,1.0,2017-08-28 19:53:20+00:00
micmeta,tfeng,0.0,2017-08-28 17:06:40+00:00
shafer24,tfeng,0.0,2017-08-28 17:06:40+00:00
ironboy,tfeng,0.0,2017-08-28 17:06:40+00:00
tfeng,ironboy,1.0,2017-08-28 17:06:40+00:00
hetismogelijk,tfeng,1.0,2017-08-28 17:06:40+00:00
bomardan,tfeng,0.0,2017-08-28 17:06:40+00:00
tfeng,rmorais23,0.5,2017-08-27 21:40:00+00:00
tfeng,eyany,1.0,2017-08-27 16:06:40+00:00
eyany,tfeng,1.0,2017-08-27 16:06:40+00:00
dandisd,tfeng,1.0,2017-08-25 00:13:20+00:00
tfeng,agusfil,1.0,2017-08-25 00:13:20+00:00
yalicapkini,tfeng,1.0,2017-08-23 17:40:00+00:00
guber1962,tfeng,0.0,2017-08-19 19:13:20+00:00
tfeng,gardoim,1.0,2017-08-18 18:13:20+00:00
tarekjrd,tfeng,1.0,2017-08-13 18:46:40+00:00
rajapirka,tienc12345,0.0,2017-08-08 11:00:00+00:00
tienc12345,elham1,0.5,2017-08-04 09:46:40+00:00
albinas,tienc12345,0.0,2017-08-03 14:20:00+00:00
valmasia3,tienc12345,0.0,2017-08-03 14:20:00+00:00
tienc12345,dmitriy8888,1.0,2017-08-01 15:06:40+00:00
joselito-carnaval,arjunshenoyk,0.0,2017-08-29 04:13:20+00:00
rustam9,iamasd1,0.0,2017-08-21 21:13:20+00:00
halma,rustam9,0.0,2017-08-17 00:33:20+00:00
rustam9,b3nszy,0.0,2017-08-13 16:00:00+00:00
rustam9,bohne,0.0,2017-08-12 09:26:40+00:00
cris865,rustam9,1.0,2017-08-11 00:06:40+00:00
rustam9,granham,0.5,2017-08-10 18:33:20+00:00
bilabrin,rustam9,1.0,2017-08-10 18:33:20+00:00
rustam9,fiksse,0.0,2017-08-10 15:46:40+00:00
raza00,rustam9,1.0,2017-08-09 23:06:40+00:00
rustam9,juniohispano,0.0,2017-08-09 23:06:40+00:00
rustam9,rainbowstream,0.0,2017-08-09 23:06:40+00:00
rustam9,madmadge,0.5,2017-08-09 09:13:20+00:00
rustam9,brainsurgery,0.0,2017-08-09 09:13:20+00:00
gabriel_ml,rustam9,0.0,2017-08-08 22:06:40+00:00
gus247,rustam9,1.0,2017-08-08 22:06:40+00:00
rustam9,cromanoide,1.0,2017-08-07 23:53:20+00:00
rustam9,ck666,0.0,2017-08-07 21:06:40+00:00
ck666,rustam9,0.5,2017-08-07 21:06:40+00:00
rustam9,davidmcdavidface,0.0,2017-08-07 15:33:20+00:00
rustam9,danst3rs,0.0,2017-08-07 15:33:20+00:00
sergeares,rustam9,1.0,2017-08-06 20:06:40+00:00
rustam9,mijndochterenik2151,0.0,2017-08-06 20:06:40+00:00
olaih85,wk2407,1.0,2017-08-27 05:00:00+00:00
spikyturtle,josepoliutla,0.0,2017-08-26 15:06:40+00:00
lodowy,spikyturtle,1.0,2017-08-26 15:06:40+00:00
spikyturtle,vitruvio,0.0,2017-08-26 15:06:40+00:00
master22ar,spikyturtle,0.0,2017-08-26 15:06:40+00:00
rfabian,spikyturtle,1.0,2017-08-22 00:00:00+00:00
spikyturtle,rfabian,0.0,2017-08-22 00:00:00+00:00
rfabian,spikyturtle,1.0,2017-08-22 00:00:00+00:00
spikyturtle,chess133,1.0,2017-08-20 20:13:20+00:00
spikyturtle,zuzino,0.0,2017-08-18 21:00:00+00:00
pllm,jutton1,1.0,2017-08-27 18:53:20+00:00
ahmedham,jutton1,0.0,2017-08-26 23:26:40+00:00
jutton1,ahmedham,1.0,2017-08-26 20:40:00+00:00
agabek1948,jutton1,0.0,2017-08-23 14:53:20+00:00
cagliostro97,metaxas,0.5,2017-08-22 02:46:40+00:00
cagliostro97,gennai,1.0,2017-08-20 20:13:20+00:00
cagliostro97,fora-franc,1.0,2017-08-20 17:26:40+00:00
putin55,cagliostro97,1.0,2017-08-20 14:40:00+00:00
qc-patzer,cagliostro97,0.0,2017-08-20 00:46:40+00:00
robbm,cagliostro97,1.0,2017-08-19 22:00:00+00:00
andrea78,energique,1.0,2017-08-16 13:26:40+00:00
mahdifoladi,energique,1.0,2017-08-11 19:33:20+00:00
energique,transporter7506,1.0,2017-08-11 19:33:20+00:00
energique,p4i2p0e,1.0,2017-08-11 19:33:20+00:00
adcz,sreeraman,0.0,2017-08-02 18:53:20+00:00
gardydlshad,kyanh,1.0,2017-08-31 11:46:40+00:00
sergipechess,kyanh,1.0,2017-08-31 09:00:00+00:00
kyanh,alexharut,1.0,2017-08-31 09:00:00+00:00
kyanh,almanya_online,0.0,2017-08-31 09:00:00+00:00
erhancn,kyanh,1.0,2017-08-31 09:00:00+00:00
kyanh,sabir747,1.0,2017-08-29 09:46:40+00:00
hilarious2022,kyanh,1.0,2017-08-29 09:46:40+00:00
kyanh,nasa179,1.0,2017-08-29 04:13:20+00:00
ahmadsan,kyanh,0.0,2017-08-29 04:13:20+00:00
petrinja1,kyanh,0.0,2017-08-20 14:40:00+00:00
kyanh,ashis_ch,0.0,2017-08-20 14:40:00+00:00
luckynrone,kyanh,0.0,2017-08-09 12:00:00+00:00
kyanh,trippinboris,1.0,2017-08-09 12:00:00+00:00
kyanh,fivetimes,0.5,2017-08-09 09:13:20+00:00
sadecebeyaz,kyanh,0.0,2017-08-09 09:13:20+00:00
samba_rei,kyanh,1.0,2017-08-04 04:13:20+00:00
manikandan_25,kyanh,0.0,2017-08-04 04:13:20+00:00
nandito_messi,kyanh,0.0,2017-08-04 04:13:20+00:00
kyanh,nightshade7,0.0,2017-08-04 04:13:20+00:00
marianocharly,kyanh,0.5,2017-08-04 04:13:20+00:00
kyanh,tossinov,0.5,2017-08-04 04:13:20+00:00
martinlutherking,kyanh,0.0,2017-08-04 04:13:20+00:00
kyanh,timur-30,0.0,2017-08-04 01:26:40+00:00
mat-chess,kyanh,1.0,2017-08-04 01:26:40+00:00
kyanh,vikingo31,0.0,2017-08-04 01:26:40+00:00
kyanh,avonskillstreet,1.0,2017-08-04 01:26:40+00:00
kyanh,herbertfj,0.5,2017-08-02 10:33:20+00:00
gucanni,kyanh,1.0,2017-08-02 10:33:20+00:00
nickm3,kyanh,1.0,2017-08-02 10:33:20+00:00
kyanh,checkerssux,0.0,2017-08-02 10:33:20+00:00
jgan91,kyanh,0.0,2017-08-02 07:46:40+00:00
jobwoge,kyanh,0.5,2017-08-02 07:46:40+00:00
kyanh,stratus22,0.0,2017-08-02 05:00:00+00:00
bud4la,fischerdipper,1.0,2017-08-29 15:20:00+00:00
fischerdipper,bud4la,1.0,2017-08-29 15:20:00+00:00
bud4la,fischerdipper,0.0,2017-08-29 15:20:00+00:00
puppoo1981,fischerdipper,1.0,2017-08-29 15:20:00+00:00
george_35,fischerdipper,0.0,2017-08-25 14:06:40+00:00
fischerdipper,george_35,1.0,2017-08-25 14:06:40+00:00
fischerdipper,dubac___3,0.0,2017-08-21 15:40:00+00:00
fischerdipper,hooponopono,0.0,2017-08-18 18:13:20+00:00
fischerdipper,underhman,1.0,2017-08-18 18:13:20+00:00
fischerdipper,koepkos,0.0,2017-08-18 18:13:20+00:00
koepkos,fischerdipper,1.0,2017-08-18 18:13:20+00:00
fischerdipper,aloe78,0.0,2017-08-18 18:13:20+00:00
aloe78,fischerdipper,0.5,2017-08-18 18:13:20+00:00
adhen,fischerdipper,0.0,2017-08-17 17:13:20+00:00
fischerdipper,adhen,0.0,2017-08-17 17:13:20+00:00
adhen,fischerdipper,1.0,2017-08-17 17:13:20+00:00
fischerdipper,adhen,0.0,2017-08-17 17:13:20+00:00
diazbrothers,fischerdipper,1.0,2017-08-17 17:13:20+00:00
fischerdipper,ffuentes90,1.0,2017-08-17 17:13:20+00:00
ffuentes90,fischerdipper,0.0,2017-08-17 17:13:20+00:00
coco31,fischerdipper,0.0,2017-08-16 16:13:20+00:00
fischerdipper,coco31,1.0,2017-08-16 16:13:20+00:00
coco31,fischerdipper,0.0,2017-08-16 16:13:20+00:00
fischerdipper,coco31,0.5,2017-08-16 16:13:20+00:00
coco31,fischerdipper,0.0,2017-08-16 16:13:20+00:00
fischerdipper,coco31,1.0,2017-08-16 16:13:20+00:00
golden06,fischerdipper,0.0,2017-08-16 16:13:20+00:00
silviumd,fischerdipper,1.0,2017-08-16 13:26:40+00:00
spinola01,fischerdipper,0.0,2017-08-15 18:00:00+00:00
fischerdipper,spinola01,0.0,2017-08-15 15:13:20+00:00
spinola01,fischerdipper,1.0,2017-08-15 15:13:20+00:00
fischerdipper,karabas,1.0,2017-08-15 15:13:20+00:00
fischerdipper,leviatoff,0.0,2017-08-15 15:13:20+00:00
mb1981,fischerdipper,0.0,2017-08-15 15:13:20+00:00
fischerdipper,elio12,0.5,2017-08-15 15:13:20+00:00
elio12,fischerdipper,0.0,2017-08-15 15:13:20+00:00
waldi65,fischerdipper,0.0,2017-08-15 15:13:20+00:00
fischerdipper,dinnei,0.0,2017-08-14 17:00:00+00:00
dinnei,fischerdipper,1.0,2017-08-14 17:00:00+00:00
fischerdipper,dinnei,0.0,2017-08-14 17:00:00+00:00
fischerdipper,koljan,1.0,2017-08-14 17:00:00+00:00
koljan,fischerdipper,1.0,2017-08-14 17:00:00+00:00
fischerdipper,koljan,0.0,2017-08-14 17:00:00+00:00
fischerdipper,funracer_at,1.0,2017-08-14 17:00:00+00:00
tensors,blackhat46,0.0,2017-08-31 20:06:40+00:00
fabioamsouza,tensors,1.0,2017-08-23 06:33:20+00:00
tensors,shelob,0.0,2017-08-14 22:33:20+00:00
tensors,ivanchenko-andriy,0.0,2017-08-11 05:40:00+00:00
yorashi,tensors,1.0,2017-08-10 21:20:00+00:00
tensors,montex,1.0,2017-08-09 23:06:40+00:00
sdw207,tensors,0.0,2017-08-09 23:06:40+00:00
tensors,egroka,1.0,2017-08-09 17:33:20+00:00
tensors,facuuu,0.0,2017-08-09 03:40:00+00:00
czarek77,tensors,0.0,2017-08-09 00:53:20+00:00
tensors,fischerfisch,0.0,2017-08-08 22:06:40+00:00
spetsnaz_gm,tensors,1.0,2017-08-07 04:26:40+00:00
tensors,thinkingmanga63,0.0,2017-08-06 17:20:00+00:00
ineedaname,tensors,1.0,2017-08-06 06:13:20+00:00
tensors,fran_1991,0.0,2017-08-05 19:06:40+00:00
tensors,gambeet21,0.0,2017-08-05 08:00:00+00:00
tensors,djjohnson,0.5,2017-08-04 18:06:40+00:00
pearicetea,tensors,1.0,2017-08-04 04:13:20+00:00
tensors,firstthebest,1.0,2017-08-01 06:46:40+00:00
tensors,olesam,0.0,2017-07-31 19:40:00+00:00
olesam,tensors,1.0,2017-07-31 19:40:00+00:00
anotherchessplayer1,baygonv,1.0,2017-07-27 01:46:40+00:00
aig7,anotherchessplayer1,0.0,2017-07-27 01:46:40+00:00
anotherchessplayer1,aig7,1.0,2017-07-27 01:46:40+00:00
eltiago,anotherchessplayer1,1.0,2017-07-27 01:46:40+00:00
blinskey,anotherchessplayer1,0.0,2017-07-27 01:46:40+00:00
